Id,Popularity
27643,0.40348414740633015
27644,0.44315491416530045
27645,0.4291354049978517
27646,0.5267393645451692
27647,0.4474444617271655
27648,0.38242207249317484
27649,0.5558153259227877
27650,0.691515902368388
27651,0.6887593499064795
27652,0.5217752064879662
27653,0.4436088625358016
27654,0.677384454279904
27655,0.4561848127273263
27656,0.5579292004212494
27657,0.4381742953961672
27658,0.5166309811947908
27659,0.4646043155845438
27660,0.5763400725896356
27661,0.5016668987182801
27662,0.44903380007870425
27663,0.5081604976566584
27664,0.6188563347203098
27665,0.5511030311665666
27666,0.4407481647307325
27667,0.4912261680630099
27668,0.4795648560222272
27669,0.4855223419476937
27670,0.5340321973159435
27671,0.5157963336782929
27672,0.45960403233146335
27673,0.3951307317689739
27674,0.5471995379728382
27675,0.4589467095674103
27676,0.5474153136229262
27677,0.40621513961335237
27678,0.4582570622975754
27679,0.46224514702593816
27680,0.5279816927312342
27681,0.4723045377379392
27682,0.4781783938988413
27683,0.4790629250015945
27684,0.48078318942730186
27685,0.5699755873431201
27686,0.5224750497599433
27687,0.4814917739520614
27688,0.4930699355881165
27689,0.43598508125767416
27690,0.4657499679961519
27691,0.5060254617695459
27692,0.4930933224473655
27693,0.36345752063779596
27694,0.572802236176584
27695,0.4758397198325699
27696,0.515265826860413
27697,0.5109135461685118
27698,0.5411829995489942
27699,0.498129466330477
27700,0.4438456861380608
27701,0.5284189757580813
27702,0.5309923308155817
27703,0.43666365320386125
27704,0.36031504956363314
27705,0.4347606034823576
27706,0.464525574604624
27707,0.4057665318101737
27708,0.47745828359649883
27709,0.48317391507012664
27710,0.4704370744863458
27711,0.46627112129313647
27712,0.4095794432933886
27713,0.48752626644313496
27714,0.43679240988147106
27715,0.4999139244091735
27716,0.635841785898057
27717,0.47637383246865683
27718,0.44087738471690224
27719,0.31639934438645706
27720,0.5482883335100753
27721,0.3530957567324504
27722,0.5697198139008802
27723,0.47703445501361913
27724,0.43816327372282715
27725,0.4953170997229597
27726,0.49548504104150043
27727,0.4252035979689379
27728,0.5025475327354503
27729,0.458586716482631
27730,0.5384848624438411
27731,0.5405893629662484
27732,0.4696733523047278
27733,0.47390560174981067
27734,0.5934895650624065
27735,0.47727252608769316
27736,0.6290754864903666
27737,0.4512930784330773
27738,0.3554017514607551
27739,0.5557047099605901
27740,0.45909835916737524
27741,0.44427835567174007
27742,0.5445545149789939
27743,0.4100411707887779
27744,0.46510087660578625
27745,0.369343460182872
27746,0.4473984596269814
27747,0.45953915728484723
